iso2,year,age,sex,cases
AD,1999,45-54,Female,0.0
AD,1999,45-54,Male,1.0
AD,1999,55-64,Female,0.0
AD,1999,55-64,Male,0.0
AD,1999,65+,Female,0.0
AD,1999,65+,Male,0.0
AD,2000,0-14,Female,0.0
AD,2000,0-14,Male,0.0
AD,2000,15-24,Female,0.0
AD,2000,15-24,Male,0.0
AD,2000,25-34,Female,0.0
AD,2000,25-34,Male,1.0
AD,2000,35-44,Female,0.0
AD,2000,35-44,Male,0.0
AD,2000,45-54,Female,0.0
AD,2000,45-54,Male,0.0
AD,2000,55-64,Female,0.0
AD,2000,55-64,Male,0.0
AD,2000,65+,Female,0.0
AD,2000,65+,Male,0.0
AD,2001,0-14,Female,0.0
AD,2001,0-14,Male,0.0
AD,2001,15-24,Female,0.0
AD,2001,15-24,Male,0.0
AD,2001,25-34,Female,0.0
AD,2001,25-34,Male,0.0
AD,2001,35-44,Female,0.0
AD,2001,35-44,Male,2.0
AD,2001,45-54,Female,0.0
AD,2001,45-54,Male,1.0
AD,2001,55-64,Female,0.0
AD,2001,55-64,Male,0.0
AD,2001,65+,Female,0.0
AD,2001,65+,Male,0.0
AD,2002,0-14,Female,0.0
AD,2002,0-14,Male,0.0
AD,2002,15-24,Female,1.0
AD,2002,15-24,Male,0.0
AD,2002,25-34,Female,0.0
AD,2002,25-34,Male,0.0
AD,2002,35-44,Female,0.0
AD,2002,35-44,Male,1.0
AD,2002,45-54,Female,0.0
AD,2002,45-54,Male,0.0
AD,2002,55-64,Female,0.0
AD,2002,55-64,Male,0.0
AD,2002,65+,Female,0.0
AD,2002,65+,Male,0.0
AD,2003,0-14,Female,0.0
AD,2003,0-14,Male,0.0
AD,2003,15-24,Female,1.0
AD,2003,15-24,Male,0.0
AD,2003,25-34,Female,1.0
AD,2003,25-34,Male,0.0
AD,2003,35-44,Female,1.0
AD,2003,35-44,Male,1.0
AD,2003,45-54,Female,0.0
AD,2003,45-54,Male,2.0
AD,2003,55-64,Female,0.0
AD,2003,55-64,Male,0.0
AD,2003,65+,Female,0.0
AD,2003,65+,Male,0.0
AD,2004,0-14,Female,0.0
AD,2004,0-14,Male,0.0
AD,2004,15-24,Female,0.0
AD,2004,15-24,Male,0.0
AD,2004,25-34,Female,1.0
AD,2004,25-34,Male,0.0
AD,2004,35-44,Female,0.0
AD,2004,35-44,Male,1.0
AD,2004,45-54,Female,0.0
AD,2004,45-54,Male,1.0
AD,2004,55-64,Female,0.0
AD,2004,55-64,Male,0.0
AD,2004,65+,Female,0.0
AD,2004,65+,Male,0.0
AD,2005,0-14,Female,0.0
AD,2005,0-14,Male,0.0
AD,2005,15-24,Female,1.0
AD,2005,15-24,Male,0.0
AD,2005,25-34,Female,1.0
AD,2005,25-34,Male,1.0
AD,2005,35-44,Female,1.0
AD,2005,35-44,Male,1.0
AD,2005,45-54,Female,0.0
AD,2005,45-54,Male,0.0
AD,2005,55-64,Female,0.0
AD,2005,55-64,Male,0.0
AD,2005,65+,Female,0.0
AD,2005,65+,Male,0.0
AD,2006,0-14,Female,0.0
AD,2006,0-14,Male,0.0
AD,2006,15-24,Female,0.0
AD,2006,15-24,Male,1.0
AD,2006,25-34,Female,1.0
AD,2006,25-34,Male,1.0
AD,2006,35-44,Female,0.0
AD,2006,35-44,Male,2.0
AD,2006,45-54,Female,1.0
AD,2006,45-54,Male,0.0
AD,2006,55-64,Female,0.0
AD,2006,55-64,Male,1.0
AD,2006,65+,Female,0.0
AD,2006,65+,Male,1.0
AD,2007,0-14,Female,0.0
AD,2007,0-14,Male,0.0
AD,2007,15-24,Female,0.0
AD,2007,15-24,Male,0.0
AD,2007,25-34,Female,1.0
AD,2007,25-34,Male,0.0
AD,2007,35-44,Female,0.0
AD,2007,35-44,Male,0.0
AD,2007,45-54,Female,1.0
AD,2007,45-54,Male,0.0
AD,2007,55-64,Female,0.0
AD,2007,55-64,Male,0.0
AD,2007,65+,Female,0.0
AD,2007,65+,Male,0.0
AD,2008,0-14,Female,0.0
AD,2008,0-14,Male,0.0
AD,2008,15-24,Female,0.0
AD,2008,15-24,Male,0.0
AD,2008,25-34,Female,0.0
AD,2008,25-34,Male,0.0
AD,2008,35-44,Female,1.0
AD,2008,35-44,Male,0.0
AD,2008,45-54,Female,1.0
AD,2008,45-54,Male,1.0
AD,2008,55-64,Female,0.0
AD,2008,55-64,Male,0.0
AD,2008,65+,Female,0.0
AD,2008,65+,Male,0.0
AE,1980,0-14,Female,0.0
AE,1980,0-14,Male,0.0
AE,1980,15-24,Female,0.0
AE,1980,15-24,Male,0.0
AE,1980,25-34,Female,0.0
AE,1980,25-34,Male,0.0
AE,1980,35-44,Female,0.0
AE,1980,35-44,Male,0.0
AE,1980,45-54,Female,0.0
AE,1980,45-54,Male,0.0
AE,1980,55-64,Female,0.0
AE,1980,55-64,Male,0.0
AE,1980,65+,Female,0.0
AE,1980,65+,Male,0.0
AE,1981,0-14,Female,0.0
AE,1981,0-14,Male,0.0
AE,1981,15-24,Female,0.0
AE,1981,15-24,Male,0.0
AE,1981,25-34,Female,0.0
AE,1981,25-34,Male,0.0
AE,1981,35-44,Female,0.0
AE,1981,35-44,Male,0.0
AE,1981,45-54,Female,0.0
AE,1981,45-54,Male,0.0
AE,1981,55-64,Female,0.0
AE,1981,55-64,Male,0.0
AE,1981,65+,Female,0.0
AE,1981,65+,Male,0.0
AE,1982,0-14,Female,0.0
AE,1982,0-14,Male,0.0
AE,1982,15-24,Female,0.0
AE,1982,15-24,Male,0.0
AE,1982,25-34,Female,0.0
AE,1982,25-34,Male,0.0
AE,1982,35-44,Female,0.0
AE,1982,35-44,Male,0.0
AE,1982,45-54,Female,0.0
AE,1982,45-54,Male,0.0
AE,1982,55-64,Female,0.0
AE,1982,55-64,Male,0.0
AE,1982,65+,Female,0.0
AE,1982,65+,Male,0.0
AE,1983,0-14,Female,0.0
AE,1983,0-14,Male,0.0
AE,1983,15-24,Female,0.0
AE,1983,15-24,Male,0.0
AE,1983,25-34,Female,0.0
AE,1983,25-34,Male,0.0
AE,1983,35-44,Female,0.0
AE,1983,35-44,Male,0.0
AE,1983,45-54,Female,0.0
AE,1983,45-54,Male,0.0
AE,1983,55-64,Female,0.0
AE,1983,55-64,Male,0.0
AE,1983,65+,Female,0.0
AE,1983,65+,Male,0.0
AE,1984,0-14,Female,0.0
AE,1984,0-14,Male,0.0
AE,1984,15-24,Female,0.0
AE,1984,15-24,Male,0.0
AE,1984,25-34,Female,0.0
AE,1984,25-34,Male,0.0
AE,1984,35-44,Female,0.0
AE,1984,35-44,Male,0.0
AE,1984,45-54,Female,0.0
AE,1984,45-54,Male,0.0
AE,1984,55-64,Female,0.0
AE,1984,55-64,Male,0.0
AE,1984,65+,Female,0.0
AE,1984,65+,Male,0.0
AE,1985,0-14,Female,0.0
AE,1985,0-14,Male,0.0
AE,1985,15-24,Female,0.0
AE,1985,15-24,Male,0.0
AE,1985,25-34,Female,0.0
AE,1985,25-34,Male,0.0
AE,1985,35-44,Female,0.0
AE,1985,35-44,Male,0.0
AE,1985,45-54,Female,0.0
AE,1985,45-54,Male,0.0
AE,1985,55-64,Female,0.0
AE,1985,55-64,Male,0.0
AE,1985,65+,Female,0.0
AE,1985,65+,Male,0.0
AE,1986,0-14,Female,0.0
AE,1986,0-14,Male,0.0
AE,1986,15-24,Female,0.0
AE,1986,15-24,Male,0.0
AE,1986,25-34,Female,0.0
AE,1986,25-34,Male,0.0
AE,1986,35-44,Female,0.0
AE,1986,35-44,Male,0.0
AE,1986,45-54,Female,0.0
AE,1986,45-54,Male,0.0
AE,1986,55-64,Female,0.0
AE,1986,55-64,Male,0.0
AE,1986,65+,Female,0.0
AE,1986,65+,Male,0.0
AE,1987,0-14,Female,0.0
AE,1987,0-14,Male,0.0
AE,1987,15-24,Female,0.0
AE,1987,15-24,Male,0.0
AE,1987,25-34,Female,0.0
AE,1987,25-34,Male,0.0
AE,1987,35-44,Female,0.0
AE,1987,35-44,Male,0.0
AE,1987,45-54,Female,0.0
AE,1987,45-54,Male,0.0
AE,1987,55-64,Female,0.0
AE,1987,55-64,Male,0.0
AE,1987,65+,Female,0.0
AE,1987,65+,Male,0.0
AE,1988,0-14,Female,0.0
AE,1988,0-14,Male,0.0
AE,1988,15-24,Female,0.0
AE,1988,15-24,Male,0.0
AE,1988,25-34,Female,0.0
AE,1988,25-34,Male,0.0
AE,1988,35-44,Female,0.0
AE,1988,35-44,Male,0.0
AE,1988,45-54,Female,0.0
AE,1988,45-54,Male,0.0
AE,1988,55-64,Female,0.0
AE,1988,55-64,Male,0.0
AE,1988,65+,Female,0.0
AE,1988,65+,Male,0.0
AE,1989,0-14,Female,0.0
AE,1989,0-14,Male,0.0
AE,1989,15-24,Female,0.0
AE,1989,15-24,Male,0.0
AE,1989,25-34,Female,0.0
AE,1989,25-34,Male,0.0
AE,1989,35-44,Female,0.0
AE,1989,35-44,Male,0.0
AE,1989,45-54,Female,0.0
AE,1989,45-54,Male,0.0
AE,1989,55-64,Female,0.0
AE,1989,55-64,Male,0.0
AE,1989,65+,Female,0.0
AE,1989,65+,Male,0.0
AE,1990,0-14,Female,0.0
AE,1990,0-14,Male,0.0
AE,1990,15-24,Female,0.0
AE,1990,15-24,Male,0.0
AE,1990,25-34,Female,0.0
AE,1990,25-34,Male,0.0
AE,1990,35-44,Female,0.0
AE,1990,35-44,Male,0.0
AE,1990,45-54,Female,0.0
AE,1990,45-54,Male,0.0
AE,1990,55-64,Female,0.0
AE,1990,55-64,Male,0.0
AE,1990,65+,Female,0.0
AE,1990,65+,Male,0.0
AE,1991,0-14,Female,0.0
AE,1991,0-14,Male,0.0
AE,1991,15-24,Female,0.0
AE,1991,15-24,Male,0.0
AE,1991,25-34,Female,0.0
AE,1991,25-34,Male,0.0
AE,1991,35-44,Female,0.0
AE,1991,35-44,Male,0.0
AE,1991,45-54,Female,0.0
AE,1991,45-54,Male,0.0
AE,1991,55-64,Female,0.0
AE,1991,55-64,Male,0.0
AE,1991,65+,Female,0.0
AE,1991,65+,Male,0.0
AE,1992,0-14,Female,0.0
AE,1992,0-14,Male,0.0
AE,1992,15-24,Female,0.0
AE,1992,15-24,Male,0.0
AE,1992,25-34,Female,0.0
AE,1992,25-34,Male,0.0
AE,1992,35-44,Female,0.0
AE,1992,35-44,Male,0.0
AE,1992,45-54,Female,0.0
AE,1992,45-54,Male,0.0
AE,1992,55-64,Female,0.0
AE,1992,55-64,Male,0.0
AE,1992,65+,Female,0.0
AE,1992,65+,Male,0.0
AE,1994,0-14,Female,0.0
AE,1994,0-14,Male,0.0
AE,1994,15-24,Female,0.0
AE,1994,15-24,Male,0.0
AE,1994,25-34,Female,0.0
AE,1994,25-34,Male,0.0
AE,1994,35-44,Female,0.0
AE,1994,35-44,Male,0.0
AE,1994,45-54,Female,0.0
AE,1994,45-54,Male,0.0
AE,1994,55-64,Female,0.0
AE,1994,55-64,Male,0.0
AE,1994,65+,Female,0.0
AE,1994,65+,Male,0.0
AE,1996,0-14,Female,0.0
AE,1996,0-14,Male,0.0
AE,1996,15-24,Female,0.0
AE,1996,15-24,Male,0.0
AE,1996,25-34,Female,0.0
AE,1996,25-34,Male,0.0
AE,1996,35-44,Female,0.0
AE,1996,35-44,Male,0.0
AE,1996,45-54,Female,0.0
AE,1996,45-54,Male,0.0
AE,1996,55-64,Female,0.0
AE,1996,55-64,Male,0.0
AE,1996,65+,Female,0.0
AE,1996,65+,Male,0.0
AE,1998,0-14,Female,0.0
AE,1998,0-14,Male,0.0
AE,1998,15-24,Female,0.0
AE,1998,15-24,Male,0.0
AE,1998,25-34,Female,0.0
AE,1998,25-34,Male,0.0
AE,1998,35-44,Female,0.0
AE,1998,35-44,Male,0.0
AE,1998,45-54,Female,0.0
AE,1998,45-54,Male,0.0
AE,1998,55-64,Female,0.0
AE,1998,55-64,Male,0.0
AE,1998,65+,Female,0.0
AE,1998,65+,Male,0.0
AE,1999,0-14,Female,9.0
AE,1999,0-14,Male,4.0
AE,1999,15-24,Female,11.0
AE,1999,15-24,Male,9.0
AE,1999,25-34,Female,5.0
AE,1999,25-34,Male,3.0
AE,1999,35-44,Female,3.0
AE,1999,35-44,Male,2.0
AE,1999,45-54,Female,0.0
AE,1999,45-54,Male,4.0
AE,1999,55-64,Female,3.0
AE,1999,55-64,Male,6.0
AE,1999,65+,Female,2.0
AE,1999,65+,Male,5.0
AE,2000,0-14,Female,3.0
AE,2000,0-14,Male,2.0
AE,2000,15-24,Female,16.0
AE,2000,15-24,Male,4.0
AE,2000,25-34,Female,1.0
AE,2000,25-34,Male,4.0
AE,2000,35-44,Female,3.0
AE,2000,35-44,Male,6.0
AE,2000,45-54,Female,0.0
AE,2000,45-54,Male,5.0
AE,2000,55-64,Female,0.0
AE,2000,55-64,Male,12.0
AE,2000,65+,Female,4.0
AE,2000,65+,Male,10.0
AE,2001,0-14,Female,0.0
AE,2001,0-14,Male,0.0
AE,2001,15-24,Female,0.0
AE,2001,15-24,Male,0.0
AE,2001,25-34,Female,0.0
AE,2001,25-34,Male,0.0
AE,2001,35-44,Female,0.0
AE,2001,35-44,Male,0.0
AE,2001,45-54,Female,0.0
AE,2001,45-54,Male,0.0
AE,2001,55-64,Female,0.0
AE,2001,55-64,Male,0.0
AE,2001,65+,Female,0.0
AE,2001,65+,Male,0.0
AE,2002,0-14,Female,3.0
AE,2002,0-14,Male,1.0
AE,2002,15-24,Female,3.0
AE,2002,15-24,Male,2.0
AE,2002,25-34,Female,8.0
AE,2002,25-34,Male,0.0
AE,2002,35-44,Female,3.0
AE,2002,35-44,Male,6.0
AE,2002,45-54,Female,4.0
AE,2002,45-54,Male,6.0
AE,2002,55-64,Female,10.0
AE,2002,55-64,Male,10.0
AE,2002,65+,Female,1.0
AE,2002,65+,Male,0.0
AE,2003,0-14,Female,4.0
AE,2003,0-14,Male,2.0
AE,2003,15-24,Female,9.0
AE,2003,15-24,Male,10.0
AE,2003,25-34,Female,5.0
AE,2003,25-34,Male,8.0
AE,2003,35-44,Female,3.0
AE,2003,35-44,Male,12.0
AE,2003,45-54,Female,3.0
AE,2003,45-54,Male,3.0
AE,2003,55-64,Female,2.0
AE,2003,55-64,Male,2.0
AE,2003,65+,Female,4.0
AE,2003,65+,Male,10.0
AE,2004,0-14,Female,3.0
AE,2004,0-14,Male,1.0
AE,2004,15-24,Female,6.0
AE,2004,15-24,Male,7.0
AE,2004,25-34,Female,2.0
AE,2004,25-34,Male,6.0
AE,2004,35-44,Female,7.0
AE,2004,35-44,Male,7.0
AE,2004,45-54,Female,2.0
AE,2004,45-54,Male,3.0
AE,2004,55-64,Female,2.0
AE,2004,55-64,Male,1.0
AE,2004,65+,Female,3.0
AE,2004,65+,Male,7.0
AE,2005,0-14,Female,0.0
AE,2005,0-14,Male,0.0
AE,2005,15-24,Female,0.0
AE,2005,15-24,Male,0.0
AE,2005,25-34,Female,0.0
AE,2005,25-34,Male,0.0
AE,2005,35-44,Female,0.0
AE,2005,35-44,Male,0.0
AE,2005,45-54,Female,0.0
AE,2005,45-54,Male,0.0
AE,2005,55-64,Female,0.0
AE,2005,55-64,Male,0.0
AE,2005,65+,Female,0.0
AE,2005,65+,Male,0.0
AE,2006,0-14,Female,2.0
AE,2006,0-14,Male,0.0
AE,2006,15-24,Female,6.0
AE,2006,15-24,Male,5.0
AE,2006,25-34,Female,4.0
AE,2006,25-34,Male,3.0
AE,2006,35-44,Female,5.0
AE,2006,35-44,Male,7.0
AE,2006,45-54,Female,3.0
AE,2006,45-54,Male,3.0
AE,2006,55-64,Female,4.0
AE,2006,55-64,Male,1.0
AE,2006,65+,Female,5.0
AE,2006,65+,Male,4.0
AE,2007,0-14,Female,1.0
AE,2007,0-14,Male,2.0
AE,2007,15-24,Female,8.0
AE,2007,15-24,Male,5.0
AE,2007,25-34,Female,6.0
AE,2007,25-34,Male,6.0
AE,2007,35-44,Female,3.0
AE,2007,35-44,Male,3.0
AE,2007,45-54,Female,2.0
AE,2007,45-54,Male,4.0
AE,2007,55-64,Female,0.0
AE,2007,55-64,Male,3.0
AE,2007,65+,Female,0.0
AE,2007,65+,Male,10.0
AE,2008,0-14,Female,0.0
AE,2008,0-14,Male,0.0
AE,2008,15-24,Female,10.0
AE,2008,15-24,Male,6.0
AE,2008,25-34,Female,4.0
AE,2008,25-34,Male,1.0
AE,2008,35-44,Female,1.0
AE,2008,35-44,Male,7.0
AE,2008,45-54,Female,1.0
AE,2008,45-54,Male,5.0
AE,2008,55-64,Female,3.0
AE,2008,55-64,Male,3.0
AE,2008,65+,Female,3.0
AE,2008,65+,Male,6.0
AF,1980,0-14,Female,0.0
AF,1980,0-14,Male,0.0
AF,1980,15-24,Female,0.0
AF,1980,15-24,Male,0.0
AF,1980,25-34,Female,0.0
AF,1980,25-34,Male,0.0
AF,1980,35-44,Female,0.0
AF,1980,35-44,Male,0.0
AF,1980,45-54,Female,0.0
AF,1980,45-54,Male,0.0
AF,1980,55-64,Female,0.0
AF,1980,55-64,Male,0.0
AF,1980,65+,Female,0.0
AF,1980,65+,Male,0.0
AF,1981,0-14,Female,0.0
AF,1981,0-14,Male,0.0
AF,1981,15-24,Female,0.0
AF,1981,15-24,Male,0.0
AF,1981,25-34,Female,0.0
AF,1981,25-34,Male,0.0
AF,1981,35-44,Female,0.0
AF,1981,35-44,Male,0.0
AF,1981,45-54,Female,0.0
AF,1981,45-54,Male,0.0
AF,1981,55-64,Female,0.0
AF,1981,55-64,Male,0.0
AF,1981,65+,Female,0.0
AF,1981,65+,Male,0.0
AF,1982,0-14,Female,0.0
AF,1982,0-14,Male,0.0
AF,1982,15-24,Female,0.0
AF,1982,15-24,Male,0.0
AF,1982,25-34,Female,0.0
AF,1982,25-34,Male,0.0
AF,1982,35-44,Female,0.0
AF,1982,35-44,Male,0.0
AF,1982,45-54,Female,0.0
AF,1982,45-54,Male,0.0
AF,1982,55-64,Female,0.0
AF,1982,55-64,Male,0.0
AF,1982,65+,Female,0.0
AF,1982,65+,Male,0.0
AF,1983,0-14,Female,0.0
AF,1983,0-14,Male,0.0
AF,1983,15-24,Female,0.0
AF,1983,15-24,Male,0.0
AF,1983,25-34,Female,0.0
AF,1983,25-34,Male,0.0
AF,1983,35-44,Female,0.0
AF,1983,35-44,Male,0.0
AF,1983,45-54,Female,0.0
AF,1983,45-54,Male,0.0
AF,1983,55-64,Female,0.0
AF,1983,55-64,Male,0.0
AF,1983,65+,Female,0.0
AF,1983,65+,Male,0.0
AF,1984,0-14,Female,0.0
AF,1984,0-14,Male,0.0
AF,1984,15-24,Female,0.0
AF,1984,15-24,Male,0.0
AF,1984,25-34,Female,0.0
AF,1984,25-34,Male,0.0
AF,1984,35-44,Female,0.0
AF,1984,35-44,Male,0.0
AF,1984,45-54,Female,0.0
AF,1984,45-54,Male,0.0
AF,1984,55-64,Female,0.0
AF,1984,55-64,Male,0.0
AF,1984,65+,Female,0.0
AF,1984,65+,Male,0.0
AF,1985,0-14,Female,0.0
AF,1985,0-14,Male,0.0
AF,1985,15-24,Female,0.0
AF,1985,15-24,Male,0.0
AF,1985,25-34,Female,0.0
AF,1985,25-34,Male,0.0
AF,1985,35-44,Female,0.0
AF,1985,35-44,Male,0.0
AF,1985,45-54,Female,0.0
AF,1985,45-54,Male,0.0
AF,1985,55-64,Female,0.0
AF,1985,55-64,Male,0.0
AF,1985,65+,Female,0.0
AF,1985,65+,Male,0.0
AF,1986,0-14,Female,0.0
AF,1986,0-14,Male,0.0
AF,1986,15-24,Female,0.0
AF,1986,15-24,Male,0.0
AF,1986,25-34,Female,0.0
AF,1986,25-34,Male,0.0
AF,1986,35-44,Female,0.0
AF,1986,35-44,Male,0.0
AF,1986,45-54,Female,0.0
AF,1986,45-54,Male,0.0
AF,1986,55-64,Female,0.0
AF,1986,55-64,Male,0.0
AF,1986,65+,Female,0.0
AF,1986,65+,Male,0.0
AF,1987,0-14,Female,0.0
AF,1987,0-14,Male,0.0
AF,1987,15-24,Female,0.0
AF,1987,15-24,Male,0.0
AF,1987,25-34,Female,0.0
AF,1987,25-34,Male,0.0
AF,1987,35-44,Female,0.0
AF,1987,35-44,Male,0.0
AF,1987,45-54,Female,0.0
AF,1987,45-54,Male,0.0
AF,1987,55-64,Female,0.0
AF,1987,55-64,Male,0.0
AF,1987,65+,Female,0.0
AF,1987,65+,Male,0.0
AF,1988,0-14,Female,0.0
AF,1988,0-14,Male,0.0
AF,1988,15-24,Female,0.0
AF,1988,15-24,Male,0.0
AF,1988,25-34,Female,0.0
AF,1988,25-34,Male,0.0
AF,1988,35-44,Female,0.0
AF,1988,35-44,Male,0.0
AF,1988,45-54,Female,0.0
AF,1988,45-54,Male,0.0
AF,1988,55-64,Female,0.0
AF,1988,55-64,Male,0.0
AF,1988,65+,Female,0.0
AF,1988,65+,Male,0.0
AF,1989,0-14,Female,0.0
AF,1989,0-14,Male,0.0
AF,1989,15-24,Female,0.0
AF,1989,15-24,Male,0.0
AF,1989,25-34,Female,0.0
AF,1989,25-34,Male,0.0
AF,1989,35-44,Female,0.0
AF,1989,35-44,Male,0.0
AF,1989,45-54,Female,0.0
AF,1989,45-54,Male,0.0
AF,1989,55-64,Female,0.0
AF,1989,55-64,Male,0.0
AF,1989,65+,Female,0.0
AF,1989,65+,Male,0.0
AF,1990,0-14,Female,0.0
AF,1990,0-14,Male,0.0
AF,1990,15-24,Female,0.0
AF,1990,15-24,Male,0.0
AF,1990,25-34,Female,0.0
AF,1990,25-34,Male,0.0
AF,1990,35-44,Female,0.0
AF,1990,35-44,Male,0.0
AF,1990,45-54,Female,0.0
AF,1990,45-54,Male,0.0
AF,1990,55-64,Female,0.0
AF,1990,55-64,Male,0.0
AF,1990,65+,Female,0.0
AF,1990,65+,Male,0.0
AF,1991,0-14,Female,0.0
AF,1991,0-14,Male,0.0
AF,1991,15-24,Female,0.0
AF,1991,15-24,Male,0.0
AF,1991,25-34,Female,0.0
AF,1991,25-34,Male,0.0
AF,1991,35-44,Female,0.0
AF,1991,35-44,Male,0.0
AF,1991,45-54,Female,0.0
AF,1991,45-54,Male,0.0
AF,1991,55-64,Female,0.0
AF,1991,55-64,Male,0.0
AF,1991,65+,Female,0.0
AF,1991,65+,Male,0.0
AF,1997,0-14,Female,5.0
AF,1997,0-14,Male,0.0
AF,1997,15-24,Female,38.0
AF,1997,15-24,Male,10.0
AF,1997,25-34,Female,36.0
AF,1997,25-34,Male,6.0
AF,1997,35-44,Female,14.0
AF,1997,35-44,Male,3.0
AF,1997,45-54,Female,8.0
AF,1997,45-54,Male,5.0
AF,1997,55-64,Female,0.0
AF,1997,55-64,Male,2.0
AF,1997,65+,Female,1.0
AF,1997,65+,Male,0.0
AF,1998,0-14,Female,45.0
AF,1998,0-14,Male,30.0
AF,1998,15-24,Female,350.0
AF,1998,15-24,Male,129.0
AF,1998,25-34,Female,419.0
AF,1998,25-34,Male,128.0
AF,1998,35-44,Female,194.0
AF,1998,35-44,Male,90.0
AF,1998,45-54,Female,118.0
AF,1998,45-54,Male,89.0
AF,1998,55-64,Female,61.0
AF,1998,55-64,Male,64.0
AF,1998,65+,Female,20.0
AF,1998,65+,Male,41.0
AF,1999,0-14,Female,25.0
AF,1999,0-14,Male,8.0
